갔,5,9,3183,EP,*,T,갔,*,*,*,*
것,5,9,2855,EP,*,T,것,*,*,*,*
겄,5,9,1792,EP,*,T,겄,*,*,*,*
겟,5,9,1795,EP,*,T,겟,*,*,*,*
겠,5,9,-457,EP,*,T,겠,*,*,*,*
긋,5,9,2018,EP,*,T,긋,*,*,*,*
댔,5,9,2559,EP,*,T,댔,*,*,*,*
더,5,8,4525,EP,*,F,더,*,*,*,*
데,5,8,4950,EP,*,F,데,*,*,*,*
드,5,8,4806,EP,*,F,드,*,*,*,*
랬,5,9,3294,EP,*,T,랬,*,*,*,*
렷,5,9,1858,EP,*,T,렷,*,*,*,*
리,5,8,3745,EP,*,F,리,*,*,*,*
사오,5,8,3094,EP,*,F,사오,*,*,*,*
사옵,5,9,1788,EP,*,T,사옵,*,*,*,*
샤,5,8,2536,EP,*,F,샤,*,*,*,*
시,5,8,1122,EP,*,F,시,*,*,*,*
시겠,5,9,4012,EP,*,T,시겠,*,*,*,*
씨,5,8,3657,EP,*,F,씨,*,*,*,*
아시,5,8,3557,EP,*,F,아시,*,*,*,*
앗,5,9,3094,EP,*,T,앗,*,*,*,*
았,5,9,-407,EP,*,T,았,*,*,*,*
았았,5,9,1792,EP,*,T,았았,*,*,*,*
았었,5,9,673,EP,*,T,았었,*,*,*,*
앴,5,9,1792,EP,*,T,앴,*,*,*,*
얏,5,9,1809,EP,*,T,얏,*,*,*,*
얐,5,9,1792,EP,*,T,얐,*,*,*,*
어,5,8,5178,EP,*,F,어,*,*,*,*
엇,5,9,2738,EP,*,T,엇,*,*,*,*
었,5,9,1826,EP,*,T,었,*,*,*,*
었었,5,9,431,EP,*,T,었었,*,*,*,*
었었었,5,9,2515,EP,*,T,었었었,*,*,*,*
었었었었,5,9,1792,EP,*,T,었었었었,*,*,*,*
엊,5,9,1798,EP,*,T,엊,*,*,*,*
엿,5,9,1900,EP,*,T,엿,*,*,*,*
였,5,9,1914,EP,*,T,였,*,*,*,*
였었,5,9,2616,EP,*,T,였었,*,*,*,*
오,5,8,4171,EP,*,F,오,*,*,*,*
옵,5,9,343,EP,*,T,옵,*,*,*,*
옵시,5,8,2375,EP,*,F,옵시,*,*,*,*
우,5,8,4852,EP,*,F,우,*,*,*,*
으,5,8,6422,EP,*,F,으,*,*,*,*
으랬,5,9,1792,EP,*,T,으랬,*,*,*,*
으리,5,8,2835,EP,*,F,으리,*,*,*,*
으시,5,8,2048,EP,*,F,으시,*,*,*,*
으오,5,8,1807,EP,*,F,으오,*,*,*,*
으옵,5,9,1792,EP,*,T,으옵,*,*,*,*
이,5,8,5803,EP,*,F,이,*,*,*,*
있,5,9,3426,EP,*,T,있,*,*,*,*
자옵,5,9,1792,EP,*,T,자옵,*,*,*,*
잡,5,9,3923,EP,*,T,잡,*,*,*,*
