ㅎ,2693,3817,5132,XSV,*,F,ㅎ,*,*,*,*
거리,2693,3817,4187,XSV,*,F,거리,*,*,*,*
내,2693,3817,7924,XSV,*,F,내,*,*,*,*
당하,2693,3817,4251,XSV,*,F,당하,*,*,*,*
당허,2693,3817,5132,XSV,*,F,당허,*,*,*,*
대,2693,3817,7053,XSV,*,F,대,*,*,*,*
대하,2693,3817,5078,XSV,*,F,대하,*,*,*,*
되,2693,3817,2653,XSV,*,F,되,*,*,*,*
되잖,2693,3818,5134,XSV,*,T,되잖,*,*,*,*
드리,2693,3817,6613,XSV,*,F,드리,*,*,*,*
들,2693,3818,9105,XSV,*,T,들,*,*,*,*
만하,2693,3817,6435,XSV,*,F,만하,*,*,*,*
받,2693,3818,7378,XSV,*,T,받,*,*,*,*
시키,2693,3817,2754,XSV,*,F,시키,*,*,*,*
적,2693,3818,7030,XSV,*,T,적,*,*,*,*
지,2693,3817,8817,XSV,*,F,지,*,*,*,*
짓,2693,3818,6244,XSV,*,T,짓,*,*,*,*
하,2693,3817,2460,XSV,*,F,하,*,*,*,*
해,2693,3817,7640,XSV,*,F,해,*,*,*,*
허,2693,3817,6858,XSV,*,F,허,*,*,*,*
헤,2693,3817,6503,XSV,*,F,헤,*,*,*,*
혀,2693,3817,6111,XSV,*,F,혀,*,*,*,*
화,2693,3817,7295,XSV,*,F,화,*,*,*,*
히,2693,3817,8330,XSV,*,F,히,*,*,*,*
